Trade #,Type,Date/Time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %,Cumulative P&L USD,Cumulative P&L %
357,Entry short,24/10/2021 08:00,Short,193.18,111.348,21510.20664,-599.05,-2.78,886.33,4.12,-607.96,-2.83,11526.86,11.53
358,Exit long,26/10/2021 05:30,Long Exit,206.19,82.767,16843.0845,222.64,1.32,1277.09,7.58,-455.22,-2.7,11749.51,11.75
358,Entry long,24/10/2021 23:30,Long,203.5,82.767,16843.0845,222.64,1.32,1277.09,7.58,-455.22,-2.7,11749.51,11.75
359,Exit short,28/10/2021 09:30,Short Exit,194.59,95.629,19582.90662,974.46,4.98,2662.31,13.6,-460.93,-2.35,12723.97,12.72
359,Entry short,26/10/2021 15:30,Short,204.78,95.629,19582.90662,974.46,4.98,2662.31,13.6,-460.93,-2.35,12723.97,12.72
360,Exit long,30/10/2021 03:00,Long Exit,197.16,70.503,13983.56502,-83.19,-0.59,485.06,3.47,-508.33,-3.64,12640.77,12.64
360,Entry long,28/10/2021 15:30,Long,198.34,70.503,13983.56502,-83.19,-0.59,485.06,3.47,-508.33,-3.64,12640.77,12.64
361,Exit short,31/10/2021 01:30,Short Exit,194.11,132.421,25992.91809,288.68,1.11,1190.46,4.58,-260.87,-1,12929.45,12.93
361,Entry short,30/10/2021 10:00,Short,196.29,132.421,25992.91809,288.68,1.11,1190.46,4.58,-260.87,-1,12929.45,12.93
362,Exit short,31/10/2021 15:00,Stop Hit,194.53,122.579,23021.56199,-823.73,-3.58,306.45,1.33,-881.34,-3.83,12105.72,12.11
362,Entry short,31/10/2021 10:30,Short,187.81,122.579,23021.56199,-823.73,-3.58,306.45,1.33,-881.34,-3.83,12105.72,12.11
363,Exit long,01/11/2021 17:00,Long Exit,200.6,84.114,16710.92838,162.34,0.97,1092.64,6.54,-474.4,-2.84,12268.06,12.27
363,Entry long,31/10/2021 15:30,Long,198.67,84.114,16710.92838,162.34,0.97,1092.64,6.54,-474.4,-2.84,12268.06,12.27
364,Exit long,03/11/2021 14:00,Long Exit,225.92,118.842,24818.96328,2029.82,8.18,3108.91,12.53,-272.15,-1.1,14297.88,14.3
364,Entry long,02/11/2021 16:00,Long,208.84,118.842,24818.96328,2029.82,8.18,3108.91,12.53,-272.15,-1.1,14297.88,14.3
365,Exit long,04/11/2021 16:30,Long Exit,239.72,54.906,12988.0143,174.05,1.34,628.67,4.84,-140.01,-1.08,14471.93,14.47
365,Entry long,03/11/2021 19:00,Long,236.55,54.906,12988.0143,174.05,1.34,628.67,4.84,-140.01,-1.08,14471.93,14.47
366,Exit long,05/11/2021 10:00,Long Exit,241.13,52.888,13147.9568,-395.07,-3,100.49,0.76,-479.17,-3.64,14076.86,14.08
366,Entry long,04/11/2021 21:00,Long,248.6,52.888,13147.9568,-395.07,-3,100.49,0.76,-479.17,-3.64,14076.86,14.08
367,Exit short,06/11/2021 01:00,Short Exit,241.19,80.43,18679.0632,-719.85,-3.85,152.82,0.82,-734.33,-3.93,13357.01,13.36
367,Entry short,05/11/2021 15:00,Short,232.24,80.43,18679.0632,-719.85,-3.85,152.82,0.82,-734.33,-3.93,13357.01,13.36
368,Exit long,07/11/2021 08:30,Long Exit,251.41,90.472,22099.59544,645.97,2.92,1414.08,6.4,-608.88,-2.76,14002.98,14
368,Entry long,06/11/2021 05:30,Long,244.27,90.472,22099.59544,645.97,2.92,1414.08,6.4,-608.88,-2.76,14002.98,14
369,Exit short,08/11/2021 16:30,Short Exit,249.76,99.943,24684.92157,-276.84,-1.12,630.64,2.55,-630.64,-2.55,13726.14,13.73
369,Entry short,07/11/2021 20:00,Short,246.99,99.943,24684.92157,-276.84,-1.12,630.64,2.55,-630.64,-2.55,13726.14,13.73
370,Exit short,10/11/2021 07:30,Short Exit,243,109.165,26235.62445,-291.47,-1.11,540.37,2.06,-349.33,-1.33,13434.67,13.43
370,Entry short,09/11/2021 15:30,Short,240.33,109.165,26235.62445,-291.47,-1.11,540.37,2.06,-349.33,-1.33,13434.67,13.43
371,Exit long,10/11/2021 20:00,Long Exit,236.49,94.766,23338.97048,-927.76,-3.98,163,0.7,-943.87,-4.04,12506.91,12.51
371,Entry long,10/11/2021 15:30,Long,246.28,94.766,23338.97048,-927.76,-3.98,163,0.7,-943.87,-4.04,12506.91,12.51
372,Exit short,11/11/2021 06:30,Stop Hit,244.23,85.573,20347.54794,-551.95,-2.71,1735.42,8.53,-585.32,-2.88,11954.96,11.95
372,Entry short,10/11/2021 20:30,Short,237.78,85.573,20347.54794,-551.95,-2.71,1735.42,8.53,-585.32,-2.88,11954.96,11.95
373,Exit short,12/11/2021 18:30,Short Exit,230.78,85.759,19739.14903,-52.31,-0.27,800.99,4.06,-205.82,-1.04,11902.65,11.9
373,Entry short,12/11/2021 06:30,Short,230.17,85.759,19739.14903,-52.31,-0.27,800.99,4.06,-205.82,-1.04,11902.65,11.9
374,Exit long,14/11/2021 08:00,Long Exit,235.31,110.589,25803.73137,218.97,0.85,958.81,3.72,-316.28,-1.23,12121.62,12.12
374,Entry long,13/11/2021 14:30,Long,233.33,110.589,25803.73137,218.97,0.85,958.81,3.72,-316.28,-1.23,12121.62,12.12
375,Exit long,15/11/2021 15:30,Long Exit,240.39,103.775,24842.69725,103.78,0.42,723.31,2.91,-3.11,-0.01,12225.39,12.23
375,Entry long,15/11/2021 01:30,Long,239.39,103.775,24842.69725,103.78,0.42,723.31,2.91,-3.11,-0.01,12225.39,12.23
376,Exit short,17/11/2021 12:30,Short Exit,219.89,93.136,21650.39456,1170.72,5.41,2135.61,9.86,-174.16,-0.8,13396.11,13.4
376,Entry short,16/11/2021 00:30,Short,232.46,93.136,21650.39456,1170.72,5.41,2135.61,9.86,-174.16,-0.8,13396.11,13.4
377,Exit short,19/11/2021 08:30,Short Exit,204.35,84.641,17755.98898,459.6,2.59,1970.44,11.1,-93.11,-0.52,13855.71,13.86
377,Entry short,18/11/2021 09:30,Short,209.78,84.641,17755.98898,459.6,2.59,1970.44,11.1,-93.11,-0.52,13855.71,13.86
378,Exit long,20/11/2021 08:30,Long Exit,215.28,66.725,13993.567,370.99,2.65,764,5.46,-20.02,-0.14,14226.7,14.23
378,Entry long,19/11/2021 14:30,Long,209.72,66.725,13993.567,370.99,2.65,764,5.46,-20.02,-0.14,14226.7,14.23
379,Exit long,22/11/2021 05:00,Stop Hit,217.09,103.523,22937.59111,-463.78,-2.02,1907.93,8.32,-472.06,-2.06,13762.92,13.76
379,Entry long,21/11/2021 18:00,Long,221.57,103.523,22937.59111,-463.78,-2.02,1907.93,8.32,-472.06,-2.06,13762.92,13.76
380,Exit short,23/11/2021 17:00,Short Exit,223.33,61.375,13064.2825,-642.6,-4.92,119.68,0.92,-651.8,-4.99,13120.32,13.12
380,Entry short,22/11/2021 20:00,Short,212.86,61.375,13064.2825,-642.6,-4.92,119.68,0.92,-651.8,-4.99,13120.32,13.12
381,Exit long,24/11/2021 03:00,Long Exit,214.45,82.762,18655.38242,-907.07,-4.86,55.45,0.3,-936.04,-5.02,12213.25,12.21
381,Entry long,23/11/2021 21:00,Long,225.41,82.762,18655.38242,-907.07,-4.86,55.45,0.3,-936.04,-5.02,12213.25,12.21
382,Exit short,25/11/2021 12:30,Short Exit,210.72,95.2,19874.904,-185.64,-0.93,821.58,4.13,-497.9,-2.51,12027.61,12.03
382,Entry short,24/11/2021 14:30,Short,208.77,95.2,19874.904,-185.64,-0.93,821.58,4.13,-497.9,-2.51,12027.61,12.03
383,Exit long,26/11/2021 01:00,Long Exit,207.61,86.948,18586.87396,-535.6,-2.88,203.46,1.09,-559.95,-3.01,11492.01,11.49
383,Entry long,25/11/2021 16:30,Long,213.77,86.948,18586.87396,-535.6,-2.88,203.46,1.09,-559.95,-3.01,11492.01,11.49
384,Exit short,26/11/2021 21:00,Stop Hit,199.66,113.01,22754.5635,190.99,0.84,2107.64,9.26,-7.91,-0.03,11683,11.68
384,Entry short,26/11/2021 08:00,Short,201.35,113.01,22754.5635,190.99,0.84,2107.64,9.26,-7.91,-0.03,11683,11.68
385,Exit short,28/11/2021 21:00,Short Exit,192.42,104.554,20019.99992,-98.28,-0.49,1103.04,5.51,-396.26,-1.98,11584.72,11.58
385,Entry short,27/11/2021 21:30,Short,191.48,104.554,20019.99992,-98.28,-0.49,1103.04,5.51,-396.26,-1.98,11584.72,11.58
386,Exit long,30/11/2021 03:30,Long Exit,202.6,84.898,16757.16724,443.17,2.64,1304.88,7.79,-132.44,-0.79,12027.89,12.03
386,Entry long,28/11/2021 22:30,Long,197.38,84.898,16757.16724,443.17,2.64,1304.88,7.79,-132.44,-0.79,12027.89,12.03
387,Exit short,30/11/2021 12:00,Short Exit,207.18,101.715,20603.3904,-469.92,-2.28,306.16,1.49,-502.47,-2.44,11557.96,11.56
387,Entry short,30/11/2021 06:30,Short,202.56,101.715,20603.3904,-469.92,-2.28,306.16,1.49,-502.47,-2.44,11557.96,11.56
388,Exit long,01/12/2021 22:00,Long Exit,224.74,82.757,17777.03117,821.78,4.62,1474.73,8.3,-585.09,-3.29,12379.74,12.38
388,Entry long,30/11/2021 13:00,Long,214.81,82.757,17777.03117,821.78,4.62,1474.73,8.3,-585.09,-3.29,12379.74,12.38
389,Exit long,02/12/2021 03:30,Long Exit,221.77,54.974,12929.8848,-738.3,-5.71,43.98,0.34,-835.6,-6.46,11641.44,11.64
389,Entry long,02/12/2021 01:30,Long,235.2,54.974,12929.8848,-738.3,-5.71,43.98,0.34,-835.6,-6.46,11641.44,11.64
390,Exit long,03/12/2021 15:30,Long Exit,229.16,59.364,14036.6178,-432.76,-3.08,395.96,2.82,-600.76,-4.28,11208.68,11.21
390,Entry long,02/12/2021 20:30,Long,236.45,59.364,14036.6178,-432.76,-3.08,395.96,2.82,-600.76,-4.28,11208.68,11.21
391,Exit short,04/12/2021 15:30,Short Exit,204.45,62.004,13914.31764,1237.6,8.89,3435.64,24.69,-106.65,-0.77,12446.28,12.45
391,Entry short,03/12/2021 16:30,Short,224.41,62.004,13914.31764,1237.6,8.89,3435.64,24.69,-106.65,-0.77,12446.28,12.45
392,Exit short,06/12/2021 22:00,Short Exit,192.52,60.729,11304.70335,-386.84,-3.42,606.08,5.36,-706.28,-6.25,12059.43,12.06
392,Entry short,05/12/2021 15:30,Short,186.15,60.729,11304.70335,-386.84,-3.42,606.08,5.36,-706.28,-6.25,12059.43,12.06
393,Exit long,07/12/2021 17:00,Long Exit,196.91,65.707,12841.11901,97.25,0.76,569.68,4.44,-163.61,-1.27,12156.68,12.16
393,Entry long,07/12/2021 01:30,Long,195.43,65.707,12841.11901,97.25,0.76,569.68,4.44,-163.61,-1.27,12156.68,12.16
394,Exit short,08/12/2021 14:30,Short Exit,192.07,85.007,15863.15627,-464.14,-2.93,264.37,1.67,-484.54,-3.05,11692.54,11.69
394,Entry short,08/12/2021 04:00,Short,186.61,85.007,15863.15627,-464.14,-2.93,264.37,1.67,-484.54,-3.05,11692.54,11.69
395,Exit long,09/12/2021 03:30,Long Exit,189.72,100.101,19494.66975,-503.51,-2.58,130.13,0.67,-540.55,-2.77,11189.03,11.19
395,Entry long,09/12/2021 00:30,Long,194.75,100.101,19494.66975,-503.51,-2.58,130.13,0.67,-540.55,-2.77,11189.03,11.19
396,Exit short,10/12/2021 14:00,Short Exit,182.23,107.311,19734.4929,179.21,0.91,935.75,4.74,-298.32,-1.51,11368.24,11.37
396,Entry short,09/12/2021 15:30,Short,183.9,107.311,19734.4929,179.21,0.91,935.75,4.74,-298.32,-1.51,11368.24,11.37
397,Exit short,11/12/2021 16:30,Short Exit,173.37,95.941,16859.71193,226.42,1.34,1381.55,8.19,-203.39,-1.21,11594.66,11.59
397,Entry short,10/12/2021 15:00,Short,175.73,95.941,16859.71193,226.42,1.34,1381.55,8.19,-203.39,-1.21,11594.66,11.59
398,Exit long,13/12/2021 01:30,Long Exit,169.99,152.096,26382.57216,-527.77,-2,515.61,1.95,-574.92,-2.18,11066.89,11.07
398,Entry long,12/12/2021 17:30,Long,173.46,152.096,26382.57216,-527.77,-2,515.61,1.95,-574.92,-2.18,11066.89,11.07
399,Exit short,14/12/2021 12:00,Short Exit,158.14,138.398,23306.2232,1419.96,6.09,2817.78,12.09,-53.98,-0.23,12486.85,12.49
399,Entry short,13/12/2021 02:30,Short,168.4,138.398,23306.2232,1419.96,6.09,2817.78,12.09,-53.98,-0.23,12486.85,12.49
400,Exit long,15/12/2021 15:30,Stop Hit,159.61,90.027,14446.63269,-77.42,-0.54,737.32,5.1,-245.77,-1.7,12409.43,12.41
400,Entry long,14/12/2021 22:00,Long,160.47,90.027,14446.63269,-77.42,-0.54,737.32,5.1,-245.77,-1.7,12409.43,12.41
401,Exit long,16/12/2021 23:30,Long Exit,177.84,83.541,14108.40408,748.53,5.31,1680.85,11.91,-206.35,-1.46,13157.96,13.16
401,Entry long,15/12/2021 19:00,Long,168.88,83.541,14108.40408,748.53,5.31,1680.85,11.91,-206.35,-1.46,13157.96,13.16
402,Exit short,18/12/2021 10:00,Short Exit,178.97,101.066,17710.80584,-376.98,-2.13,743.85,4.2,-641.77,-3.62,12780.98,12.78
402,Entry short,17/12/2021 11:00,Short,175.24,101.066,17710.80584,-376.98,-2.13,743.85,4.2,-641.77,-3.62,12780.98,12.78
403,Exit long,19/12/2021 17:30,Long Exit,182.65,109.694,19828.28744,207.32,1.05,951.05,4.8,-186.48,-0.94,12988.3,12.99
403,Entry long,18/12/2021 13:30,Long,180.76,109.694,19828.28744,207.32,1.05,951.05,4.8,-186.48,-0.94,12988.3,12.99
404,Exit short,20/12/2021 20:00,Short Exit,175.98,117.866,21255.95444,513.9,2.42,1396.71,6.57,-412.53,-1.94,13502.2,13.5
404,Entry short,19/12/2021 20:00,Short,180.34,117.866,21255.95444,513.9,2.42,1396.71,6.57,-412.53,-1.94,13502.2,13.5
405,Exit long,21/12/2021 20:00,Long Exit,177.05,116.776,21078.068,-402.88,-1.91,238.22,1.13,-516.15,-2.45,13099.32,13.1
405,Entry long,21/12/2021 07:00,Long,180.5,116.776,21078.068,-402.88,-1.91,238.22,1.13,-516.15,-2.45,13099.32,13.1
406,Exit long,22/12/2021 18:00,Long Exit,180.4,134.808,24830.28552,-510.92,-2.06,452.95,1.82,-519.01,-2.09,12588.4,12.59
406,Entry long,22/12/2021 05:30,Long,184.19,134.808,24830.28552,-510.92,-2.06,452.95,1.82,-519.01,-2.09,12588.4,12.59
407,Exit short,23/12/2021 16:30,Short Exit,180.6,124.377,21945.07788,-517.41,-2.36,99.5,0.45,-804.72,-3.67,12070.99,12.07
407,Entry short,23/12/2021 00:30,Short,176.44,124.377,21945.07788,-517.41,-2.36,99.5,0.45,-804.72,-3.67,12070.99,12.07
408,Exit long,24/12/2021 06:30,Long Exit,187,118.544,22274.4176,-106.69,-0.48,663.85,2.98,-189.67,-0.85,11964.3,11.96
408,Entry long,23/12/2021 18:00,Long,187.9,118.544,22274.4176,-106.69,-0.48,663.85,2.98,-189.67,-0.85,11964.3,11.96
409,Exit long,25/12/2021 11:30,Long Exit,190.61,105.729,20664.73305,-511.73,-2.48,222.03,1.07,-768.65,-3.72,11452.57,11.45
409,Entry long,24/12/2021 16:00,Long,195.45,105.729,20664.73305,-511.73,-2.48,222.03,1.07,-768.65,-3.72,11452.57,11.45
410,Exit long,27/12/2021 09:00,Long Exit,196.4,132.772,25935.68248,140.74,0.54,868.33,3.35,-679.79,-2.62,11593.31,11.59
410,Entry long,26/12/2021 01:00,Long,195.34,132.772,25935.68248,140.74,0.54,868.33,3.35,-679.79,-2.62,11593.31,11.59
411,Exit long,27/12/2021 22:00,Long Exit,198.2,141.459,28559.15751,-521.98,-1.83,404.57,1.42,-599.79,-2.1,11071.33,11.07
411,Entry long,27/12/2021 13:30,Long,201.89,141.459,28559.15751,-521.98,-1.83,404.57,1.42,-599.79,-2.1,11071.33,11.07
412,Exit short,30/12/2021 12:00,Short Exit,174.7,129.236,25101.50828,2523.98,10.06,3367.89,13.42,-174.47,-0.7,13595.31,13.6
412,Entry short,28/12/2021 00:30,Short,194.23,129.236,25101.50828,2523.98,10.06,3367.89,13.42,-174.47,-0.7,13595.31,13.6
413,Exit long,31/12/2021 19:30,Long Exit,169.01,156.863,27560.8291,-1049.41,-3.81,305.88,1.11,-1049.41,-3.81,12545.89,12.55
413,Entry long,31/12/2021 08:30,Long,175.7,156.863,27560.8291,-1049.41,-3.81,305.88,1.11,-1049.41,-3.81,12545.89,12.55
414,Exit short,01/01/2022 06:00,Short Exit,173.25,159.04,26879.3504,-674.33,-2.51,213.11,0.79,-850.86,-3.17,11871.56,11.87
414,Entry short,31/12/2021 19:30,Short,169.01,159.04,26879.3504,-674.33,-2.51,213.11,0.79,-850.86,-3.17,11871.56,11.87
415,Exit long,02/01/2022 08:30,Long Exit,175.49,212.476,37380.90268,-93.49,-0.25,764.91,2.05,-301.72,-0.81,11778.07,11.78
415,Entry long,01/01/2022 19:30,Long,175.93,212.476,37380.90268,-93.49,-0.25,764.91,2.05,-301.72,-0.81,11778.07,11.78
416,Exit short,03/01/2022 13:30,Short Exit,175.31,229.397,40082.53781,-133.05,-0.33,626.25,1.56,-162.87,-0.41,11645.02,11.65
416,Entry short,03/01/2022 02:00,Short,174.73,229.397,40082.53781,-133.05,-0.33,626.25,1.56,-162.87,-0.41,11645.02,11.65
417,Exit short,04/01/2022 11:30,Short Exit,171.02,206.086,35228.34084,-16.49,-0.05,921.2,2.61,-156.63,-0.44,11628.54,11.63
417,Entry short,03/01/2022 16:00,Short,170.94,206.086,35228.34084,-16.49,-0.05,921.2,2.61,-156.63,-0.44,11628.54,11.63
418,Exit short,06/01/2022 17:30,Short Exit,152.21,175.828,28758.42768,1995.65,6.94,3277.43,11.4,-334.07,-1.16,13624.18,13.62
418,Entry short,05/01/2022 18:00,Short,163.56,175.828,28758.42768,1995.65,6.94,3277.43,11.4,-334.07,-1.16,13624.18,13.62
419,Exit short,08/01/2022 05:00,Short Exit,141.16,129.79,18810.4647,489.31,2.6,1538.01,8.18,-32.45,-0.17,14113.49,14.11
419,Entry short,07/01/2022 03:00,Short,144.93,129.79,18810.4647,489.31,2.6,1538.01,8.18,-32.45,-0.17,14113.49,14.11
420,Exit long,08/01/2022 17:00,Long Exit,140.73,122.697,17717.4468,-450.3,-2.54,455.21,2.57,-558.27,-3.15,13663.19,13.66
420,Entry long,08/01/2022 08:00,Long,144.4,122.697,17717.4468,-450.3,-2.54,455.21,2.57,-558.27,-3.15,13663.19,13.66
421,Exit short,08/01/2022 22:00,Stop Hit,144.4,101.644,13881.52108,-795.87,-5.73,354.74,2.56,-958.5,-6.9,12867.32,12.87
421,Entry short,08/01/2022 18:30,Short,136.57,101.644,13881.52108,-795.87,-5.73,354.74,2.56,-958.5,-6.9,12867.32,12.87
422,Exit short,11/01/2022 04:30,Short Exit,136.53,162.786,22498.65306,273.48,1.22,1336.47,5.94,-55.35,-0.25,13140.8,13.14
422,Entry short,10/01/2022 12:30,Short,138.21,162.786,22498.65306,273.48,1.22,1336.47,5.94,-55.35,-0.25,13140.8,13.14
423,Exit long,12/01/2022 07:30,Long Exit,138.51,148.662,20699.69688,-108.52,-0.52,633.3,3.06,-151.64,-0.73,13032.28,13.03
423,Entry long,11/01/2022 16:30,Long,139.24,148.662,20699.69688,-108.52,-0.52,633.3,3.06,-151.64,-0.73,13032.28,13.03
424,Exit long,13/01/2022 17:30,Stop Hit,150.79,179.335,25797.33975,1244.59,4.82,2501.72,9.7,-683.27,-2.65,14276.86,14.28
424,Entry long,12/01/2022 09:30,Long,143.85,179.335,25797.33975,1244.59,4.82,2501.72,9.7,-683.27,-2.65,14276.86,14.28
425,Exit short,14/01/2022 20:00,Short Exit,148.34,115.456,17044.76928,-81.97,-0.48,668.49,3.92,-338.29,-1.98,14194.89,14.19
425,Entry short,13/01/2022 20:00,Short,147.63,115.456,17044.76928,-81.97,-0.48,668.49,3.92,-338.29,-1.98,14194.89,14.19
426,Exit long,16/01/2022 21:30,Long Exit,147.07,225.94,33829.9962,-601,-1.78,503.85,1.49,-725.27,-2.14,13593.89,13.59
426,Entry long,16/01/2022 08:00,Long,149.73,225.94,33829.9962,-601,-1.78,503.85,1.49,-725.27,-2.14,13593.89,13.59
427,Exit short,18/01/2022 21:30,Short Exit,140.05,201.433,29485.76254,1275.07,4.32,2415.18,8.19,-18.13,-0.06,14868.96,14.87
427,Entry short,17/01/2022 01:30,Short,146.38,201.433,29485.76254,1275.07,4.32,2415.18,8.19,-18.13,-0.06,14868.96,14.87
428,Exit long,19/01/2022 07:30,Stop Hit,135.37,170.039,24029.91148,-1011.73,-4.21,234.65,0.98,-1069.55,-4.45,13857.23,13.86
428,Entry long,19/01/2022 00:00,Long,141.32,170.039,24029.91148,-1011.73,-4.21,234.65,0.98,-1069.55,-4.45,13857.23,13.86
429,Exit short,20/01/2022 06:30,Short Exit,137.7,168.93,22710.9492,-550.71,-2.42,282.11,1.24,-704.44,-3.1,13306.52,13.31
429,Entry short,19/01/2022 08:00,Short,134.44,168.93,22710.9492,-550.71,-2.42,282.11,1.24,-704.44,-3.1,13306.52,13.31
430,Exit long,20/01/2022 21:30,Stop Hit,136.12,225.41,31365.8015,-682.99,-2.18,1054.92,3.36,-703.28,-2.24,12623.52,12.62
430,Entry long,20/01/2022 14:00,Long,139.15,225.41,31365.8015,-682.99,-2.18,1054.92,3.36,-703.28,-2.24,12623.52,12.62
431,Exit short,23/01/2022 07:30,Short Exit,100.4,160.526,21226.35298,5109.54,24.07,7143.41,33.65,-208.68,-0.98,17733.07,17.73
431,Entry short,20/01/2022 22:00,Short,132.23,160.526,21226.35298,5109.54,24.07,7143.41,33.65,-208.68,-0.98,17733.07,17.73
432,Exit short,24/01/2022 18:30,Short Exit,88.68,93.002,8701.26712,453.85,5.22,1183.92,13.61,-74.4,-0.86,18186.92,18.19
432,Entry short,24/01/2022 00:30,Short,93.56,93.002,8701.26712,453.85,5.22,1183.92,13.61,-74.4,-0.86,18186.92,18.19
433,Exit long,26/01/2022 20:30,Stop Hit,95.13,117.199,11444.48235,-295.34,-2.58,794.61,6.94,-736.01,-6.43,17891.57,17.89
433,Entry long,25/01/2022 17:30,Long,97.65,117.199,11444.48235,-295.34,-2.58,794.61,6.94,-736.01,-6.43,17891.57,17.89
434,Exit short,27/01/2022 13:30,Short Exit,92.71,96.237,8664.21711,-257.92,-2.98,415.74,4.8,-348.38,-4.02,17633.66,17.63
434,Entry short,26/01/2022 22:00,Short,90.03,96.237,8664.21711,-257.92,-2.98,415.74,4.8,-348.38,-4.02,17633.66,17.63
435,Exit long,30/01/2022 14:30,Long Exit,94.22,143.69,13376.1021,162.37,1.21,839.15,6.27,-372.16,-2.78,17796.03,17.8
435,Entry long,29/01/2022 00:30,Long,93.09,143.69,13376.1021,162.37,1.21,839.15,6.27,-372.16,-2.78,17796.03,17.8
436,Exit short,31/01/2022 14:00,Short Exit,91.93,244.731,22618.03902,119.92,0.53,792.93,3.51,-452.75,-2,17915.95,17.92
436,Entry short,30/01/2022 19:30,Short,92.42,244.731,22618.03902,119.92,0.53,792.93,3.51,-452.75,-2,17915.95,17.92
437,Exit long,02/02/2022 08:00,Long Exit,108.52,207.031,20253.84273,2213.16,10.93,3277.3,16.18,-521.72,-2.58,20129.11,20.13
437,Entry long,31/01/2022 17:00,Long,97.83,207.031,20253.84273,2213.16,10.93,3277.3,16.18,-521.72,-2.58,20129.11,20.13
438,Exit short,03/02/2022 21:30,Short Exit,99.38,151.456,16042.21952,990.52,6.17,1805.36,11.25,-916.31,-5.71,21119.63,21.12
438,Entry short,02/02/2022 15:00,Short,105.92,151.456,16042.21952,990.52,6.17,1805.36,11.25,-916.31,-5.71,21119.63,21.12
439,Exit long,05/02/2022 17:00,Long Exit,112.69,152.635,15658.82465,1541.61,9.85,2443.69,15.61,-149.58,-0.96,22661.24,22.66
439,Entry long,04/02/2022 03:00,Long,102.59,152.635,15658.82465,1541.61,9.85,2443.69,15.61,-149.58,-0.96,22661.24,22.66
440,Exit long,08/02/2022 00:30,Long Exit,116.82,196.45,23059.301,-110.01,-0.48,893.85,3.88,-428.26,-1.86,22551.23,22.55
440,Entry long,07/02/2022 03:30,Long,117.38,196.45,23059.301,-110.01,-0.48,893.85,3.88,-428.26,-1.86,22551.23,22.55
441,Exit short,09/02/2022 00:00,Short Exit,113.44,153.783,17666.59104,221.45,1.25,802.75,4.54,-55.36,-0.31,22772.68,22.77
441,Entry short,08/02/2022 08:30,Short,114.88,153.783,17666.59104,221.45,1.25,802.75,4.54,-55.36,-0.31,22772.68,22.77
442,Exit short,09/02/2022 13:00,Long,114.69,176.873,19464.87365,-820.69,-4.22,26.53,0.14,-930.35,-4.78,21951.99,21.95
442,Entry short,09/02/2022 05:30,Short,110.05,176.873,19464.87365,-820.69,-4.22,26.53,0.14,-930.35,-4.78,21951.99,21.95
443,Exit long,10/02/2022 03:00,Long Exit,111.21,189.01,21677.5569,-657.75,-3.03,451.73,2.08,-670.99,-3.1,21294.23,21.29
443,Entry long,09/02/2022 13:00,Long,114.69,189.01,21677.5569,-657.75,-3.03,451.73,2.08,-670.99,-3.1,21294.23,21.29
444,Exit short,11/02/2022 13:00,Short Exit,106.47,183.309,19769.87565,252.97,1.28,846.89,4.28,-1096.19,-5.54,21547.2,21.55
444,Entry short,10/02/2022 14:00,Short,107.85,183.309,19769.87565,252.97,1.28,846.89,4.28,-1096.19,-5.54,21547.2,21.55
445,Exit short,12/02/2022 17:00,Short Exit,97.32,185.782,18723.10996,642.81,3.43,1482.54,7.92,-130.05,-0.69,22190.01,22.19
445,Entry short,11/02/2022 19:00,Short,100.78,185.782,18723.10996,642.81,3.43,1482.54,7.92,-130.05,-0.69,22190.01,22.19
446,Exit short,14/02/2022 07:00,Short Exit,94.6,294.639,27690.17322,-182.68,-0.66,960.52,3.47,-274.01,-0.99,22007.33,22.01
446,Entry short,13/02/2022 17:00,Short,93.98,294.639,27690.17322,-182.68,-0.66,960.52,3.47,-274.01,-0.99,22007.33,22.01
447,Exit long,16/02/2022 04:30,Long Exit,101.15,224.85,21810.45,933.13,4.28,1971.93,9.04,-829.7,-3.8,22940.46,22.94
447,Entry long,14/02/2022 14:30,Long,97,224.85,21810.45,933.13,4.28,1971.93,9.04,-829.7,-3.8,22940.46,22.94
448,Exit short,18/02/2022 08:30,Short Exit,95.73,229.896,22879.24992,871.31,3.81,1652.95,7.22,-960.97,-4.2,23811.76,23.81
448,Entry short,16/02/2022 14:00,Short,99.52,229.896,22879.24992,871.31,3.81,1652.95,7.22,-960.97,-4.2,23811.76,23.81
449,Exit short,19/02/2022 03:30,Short Exit,91.44,241.35,22455.204,386.16,1.72,900.24,4.01,-127.92,-0.57,24197.92,24.2
449,Entry short,18/02/2022 15:00,Short,93.04,241.35,22455.204,386.16,1.72,900.24,4.01,-127.92,-0.57,24197.92,24.2
450,Exit short,20/02/2022 12:30,Stop Hit,89.49,289.603,25919.4685,2.9,0.01,1141.04,4.4,-776.14,-2.99,24200.82,24.2
450,Entry short,19/02/2022 12:00,Short,89.5,289.603,25919.4685,2.9,0.01,1141.04,4.4,-776.14,-2.99,24200.82,24.2
451,Exit long,21/02/2022 12:00,Stop Hit,89.16,203.835,18975.00015,-801.07,-4.22,621.7,3.28,-1004.91,-5.3,23399.75,23.4
451,Entry long,20/02/2022 19:00,Long,93.09,203.835,18975.00015,-801.07,-4.22,621.7,3.28,-1004.91,-5.3,23399.75,23.4
452,Exit short,22/02/2022 10:30,Short Exit,85.67,173.96,15247.594,344.44,2.26,1146.4,7.52,-788.04,-5.17,23744.19,23.74
